key	linga	base	pratyaya	head_segment	lnum	page
kekara				kekara tri0 ke sUrdDni karItuM netratArAM SIlamasya kF — ac aluk sa0 . nimnonnatAkziyukte 1 puruze (wyerA) amaraH “ pitrA- vivadamAnaSca kekaro madyapastaTA ” manuH pAWAntare . upacA- rAt 2 taTAcakzuz	14934	2229,b
kekA				kekA strI ke mUrdDni kAyate karmmaRi qa aluksa0 . mayUra- rave amaraH “ zaqjasaMvAdinIH kekAH ” raGuH . tataH astyarTe iniWanO . kekin kekika tadyukte mayUre puMstrI inO striyAM NIp Wani wAp	14935	2229,b
kekAvala				kekAvala puMstrI0 kekAM ravaBedaM valate stfRAti vala — ac kekA + bA0 astyarTe valac vA . mayUre Sabdaca0 striyAM jAtitvAt NIz	14936	2229,b
kecana				kecana avya0 kimaH + puMjasirUpaM tataSvana mugDa0 . keci- dityarTe evaM cit — kecidityapyatra . “ ye nAma kecidiha [Page2230-a+ 38] naH praTayantyavajYAm ” mAlatImA0 . pARinimate dvipadam ataeva cicc	14937	2229,b
kecuka				kecuka na0 kacu + svArTe ka pfzo0 . kacupadArTe trikA0 .	14938	2230,a
keRikA				keRikA strI ke mUrdDni kutsitaH aRakaH strItvaM lokAt . pawakuwyAm (tAvu) pawamaRqape hemaca0 .	14939	2230,a
keta				keta mantraRe niHSrAvaRe (yaTocitaBAzaRe) ca ada0 cu0 u0 saka0 sew . ketayati te aciketat ta ketayAm baBUva Asa cakAra cakre . ketitaH saNketaH “ kzatraDarmmARa- mapyAjO ketayet kulajaM dvijam ” BA0 A	14940	2230,a
keta	pu0	kita	ADAre GaY	keta pu0 kita — ADAre GaY . 1 nivAse “ abjakuliSANkuSa ketuketEH ” BAga0 1, 16, 26, BAve GaY . 2 vAse ca “ avAN muKAH pakzigaRAH viSanti ketArTamivASu vfkzam ” BA0 ka0 4338 . 3 prajYAyAM nirukta0 4 sa	14941	2230,a
ketaka	pu0	kita	nivAse Rvul	ketaka pu0 kita — nivAse Rvul . “ ketakaH sUcikApuzpojambu- kaH krakacacCadaH ” ityuktalakzaRe 1 vfkze . 2 tatpuzpe na0 . “ sPuritaBfNgamfgacCavi ketakam ” mAGaH . gOrAdi0 NIz . 3 ketakItyapi tadvfkze	14942	2230,a
ketana				ketana na0 kita — BAvADikaraRakarmmakaraRezu yaTAyaTaM lyuw . 1 nimantraRe, 2 Dvaje, 3 ama0 . 4 cihne, 5 gfhe hemaca0 . 6 sTAne SabdaratnA0 . 7 kftye medi0 . tatra nimantraRe “ pratigfhya dvijovidvAne	14943	2230,b
ketu	pu0	cAya	tu kyAdeSaH	ketu pu0 cAya — tu kyAdeSaH . 1 prajYAyAM niru0 2 rAhorardDa- dehAtmake grahaBede jyo0 3 dIptO hemaca0 4 patAkAyAM cihne 5 jyotize prasidDe 6 utpAtaBede ca vA ba0 va0 medi0 tadBedaSca vf0 saM0 11 a0 u	14944	2230,b
kAlaketuH				kAlaketuH “ aTadakzayajYe rudrakroDodBavaH kAlaketu strIRi varza- SatAni nava ca mAsAn prozya udayate . pUrvveRa vE- SvAnaramArge ityamftamayasya maRiketoScArAnte SyAvarUkzaM tAmrAruRAM SUlAkArasadfSI	14945	2232,b
kASyapaSvetaketuH				kASyapaSvetaketuH “ aTa kASyapaH SvetaketuH paYcadaSa varzaSataM prozyograH somasahajasya vapraketoScArAnte SyAvarUkzo naBasastriBAgamAkramyApasavyaM nivftyordDvaM pradakziRajawA- kAraSiKaH sa yAvanmA	14946	2233,a
ketukuRqalI				ketukuRqalI strI paYcasvarokte janmanakzatraBedavaSena janmAvaDye- kEkavarze ekEkagrahaviSezasvAmitvAjYApake cakraBede sA ca tatrEva darSitA yaTA [Page2236-a+ 38] “ arko buDaH kujojIvaH somaH Sukrasta	14947	2235,b
ketuDarmman				ketuDarmman pu0 trigarteSvarasUryyavarmmAnuje nfpaBede “ ketuDarmmA tu tejasvI tasyEvAvarajoyuvA . yuyuDe BrAturarTAya pA- Rqavena yaSasvinA ” BA0 ASva0 74 a0	14948	2236,a
ketupatAkA				ketupatAkA ketoH patAkeva . janmanakzatraBedena janmAvaDye- kEkevarzeSagrahaviSezajYApake cakraBede sA ca paYcasvarAyAM darSitA yaTA “ arkendU kujasOmyArkiguravaH syuryaTAkramam . rAhuH sarpo BfguScet	14949	2236,a
ketumat				ketumat tri0 keturastyasya matus . 1 cihnAdiyukte 2 prajYAnayukte “ ketumaddunDuBirvAvadIti ” f0 6, 47, 30, “ ketumat prajYA- navat ” BA0 striyAM NIp . 3 kASIrAjadivodAsa- vaMSye nfpaBede pu0 . “ kzem	14950	2237,a
ketumAla				ketumAla pu0 . 1 AgnIDranfpaputraBede 2 tannAmake jamvudvIpa- sTe varzaBede . tadvivftiH uttarakuruSabde 1094 pf0 . kuruSabde ca 2122 pf0 dfSyam . “ merostu paScime pArSve ketumAlo mahIpate! . jambuKa	14951	2237,a
ketumAli				ketumAli(lin) pu0 SambaradEtyasya senADipaBede . “ durdDaraH ketumAlI ca SatruhattA pramarddanaH ” ityupakrame “ etEH [Page2237-b+ 38] parivfto yoDEH SambaraH prayayO tadA ” . “ tenEva tasya cicCeda k	14952	2237,a
ketumAlin				ketumAli(lin) pu0 SambaradEtyasya senADipaBede . “ durdDaraH ketumAlI ca SatruhattA pramarddanaH ” ityupakrame “ etEH [Page2237-b+ 38] parivfto yoDEH SambaraH prayayO tadA ” . “ tenEva tasya cicCeda k	14952.1	2237,a
keturatna				keturatna na0 ketIH ratnam . vEdUryyamaRO (laSuniyA) rAjani0 tasya tatsvAmikatvAt taTAtvam .	14953	2237,b
ketuvIryya				ketuvIryya pu0 dAnavamede . “ vikzoBaRaSca ketuSca ketuvIryyaH SatahradaH ” harivaM0 3 a0 dAnavoktO .	14954	2237,b
ketuvfkza				ketuvfkza pu0 ketuBUtovfkzaH . meroScaturddikzu varttamAnavizkra- mBaparvatamandarAdInAM cihnarUpe vfkzaBeda . “ vizkamBaSElAH kila mandaro'sya (meroH) suganDaSElaH (ganDamAdanaH) vipulaH supArSvaH . 	14955	2237,b
ketuSfNga				ketuSfNga pu0 pOrave nfpaBede . “ balabanDurnirAmarddaH ketuSf- Ngo vfhadbalaH ” BA0 A0 1 a0	14956	2237,b
kedara				kedara pu0 ke dfRAti df — ac kErvidIryyatedF — ap vA . 1 vfkza- Bede asarawIkAyAM BAnudIkzitaH . 2 werake kekare Sabdaci0	14957	2237,b
kedAra				kedAra pu0 ke Sirasi dAro'sya kena jalena dAro'sya vA ni0 ettvam . himAlayasTe parvvataBede tatsTe 2 SivaliNgaBede na0 tanmAhAtmyAdi skandapu0 kedAraKaRqe dfSyaM tasyEva kASIkzetre AvirBAvAt kASIsTe 3	14958	2237,b
kedAraka				kedAraka pu0 kedAre BavaH kan . kfzwakzetrajAte brIhi Bede zazwikakaNguketyupakrame “ kuravakakedArakapraBftayaH zazwikAH ” suSrutaH . kedAraSabde guRAuktAH	14959	2239,b
kedArakawukA				kedArakawukA strI kedArasya kawukeva . kawukABede rAjani0	14960	2239,b
kedAraKaRqa				kedAraKaRqa pu0 vyAsapraRIte skandapurARAntarargate avanti- KaRqasTakedAramAhAtmyapratipAdake granTaBede .	14961	2239,b
kedAraja	tri0	kedArAt jAyate jana	qa	kedAraja tri0 kedArAt jAyate jana — qa . 1 kfzwaBUmijAte brIhiBede kedAraSabde tadguRA uktAH . 2 padmakAzWe na0 rAjani0 kedArajAtAdayo'pyatra	14962	2239,b
kena				kena na0 kenetyuprapakramya pravfttam . talavakAropanizadrUpe ke- nezitamityAdike upanizadBede “ ISA kena kaWa praSna muRqa- mARqUkyatittiriH ” muktiko0 upanizacCabde vivftiH	14963	2239,b
kenatI				kenatI strI ke suKArTaM natiH bA0 NIp aluksa0 . smara- lIlAyAM trikA0 .	14964	2239,b
kenAra	pu0	ke mUrdDni nAraH nf	vaY aluksa0	kenAra pu0 ke mUrdDni nAraH nf — vaY aluksa0 . 1 kamBinAma- narake hema0 . 2 Sirasi 3 kapole 4 sanDO ca medi0 .	14965	2239,b
kenipa	pu0	ke suKe nipatati ni + pata	qa aluksa0	kenipa pu0 ke suKe nipatati ni + pata — qa aluksa0 . meDA- vini nivaRwuH “ yaTA kenipAnAmino vfDe ” f0 10, 44, 4, “ kenipAnA meDAvinAm ” BA0 . niGaRwO akenipa iti vA pAWaH . tatrArTe .	14966	2239,b
kenipAta				kenipAta pu0 ke jale nipAtyate ni + pata — Ric — karmmaRi ac . (hAla)nOkAttAlanaM kAzWanirmmite padArTA aritraM [Page2240-a+ 38] SabdamA0 taM hi jale pAtayitvA cAlanena nOkAM cAla- tIti tasya taTAtvam	14967	2239,b
kendu				kendu pu0 Izat induriva koH kAdeSaH . 1 tindukavfkze SabdaratnA0 . saMjYAyAM kan . (gAva) gAlavavfkze . “ laGudvayaM virAmAntaM tAle kendukasaMjYake ” iti saMgI0 dA0 ukte 2 tAlaBede pu0	14968	2240,a
kenduvAla				kenduvAla pu0 kejale indoriba ardDendoriva vAlaScalanamasya . aritre (hAla) iti KyAte nOkAcAlane kAzWaBede . “ aritraSabdaH kendu vAlavAcakaH ” yajurvedadIpaH	14969	2240,a
kenduvilva				kenduvilva pu0 gItagovindagranTakArakajayadevanivAse grAma- Bede (kendalI) “ kenduvilvasamudrasamBavarohiRIrama- Rena ” (jayadevena) gItago0 .	14970	2240,a
kendra				kendra na0 “ vfttasya maDyaM kila kendramuktam . kendraM grahoccA ntaramucyate'taH . yato'ntare tAvati tuNgadeSAnnIcocca vfttasya sadEva kendram ” Si0 si0 golADyAyokte 1 vfttakzetrasya maDyasTAne 2 gr	14971	2240,a
kepa				kepa cAlane BvA0 Atma0 saka0 sewa . kepate akepizwa . fdit kepayati te acakepat — ta . pranikepate	14972	2240,b
kepi	tri0	ku + pU	in pfzo0	kepi tri0 ku + pU — in pfzo0 . “ punAti karmma kutsitaM duzpUyaM BavatIti ” niruktokte ninditakarmmaRi . “ na ye Seku- ryajYiyAM nAvamAruhamIrmmEva te nyaviSanta kepayaH ” f0 10, 44, 6, “ kepayaH kuts	14973	2240,b
kemadruma				kemadruma pu0 jyotizokte yogaBede . sa ca yogaH jAtakapadDatO PalaSnaNgaByAM sahitodarSitoyaTA . “ SItAMSorDanagErBavedDi sunaPA ripPasTitEH sA'naPA . yugmasTEravivarjitErduraDarA kemadrumo'to'nyaTA ”	14974	2240,b
kemuka	pu0	ke mUrdDni amayati ama	roge uka aluksa0	kemuka pu0 ke mUrdDni amayati ama — roge uka aluksa0 . (ke~u) 1 vfkzaBede . 2 kandaSAkaBede na0 BAvapra0 . “ kemukaM kuwakaM pAke tiktaM grAhi himaM laGu . dIpanaM pAcanaM hfdyaM kaPapittajvarApaham .	14975	2240,b
keyUra	pu0	ke bAhuSirasi yAti yA	Ura kicca aluk samA0	keyUra pu0 ke bAhuSirasi yAti yA — Ura kicca aluk samA0 . (vAju) (tAqa) 1 bAhuBUzaRe amaraH . “ vidUre keyUre kuru karayuge ratnavalayam ” sA0 da0 “ keyUrabanDocCrasitErnunoda ” raGaH . 2 ratibanDaBed	14976	2240,b
keraka				keraka pu0 ba0 va0 . deSaBede . “ ekapAdAMSca puruzAn kerakAn vanavAsinaH ” BA0 saBA0 20 a0 . sahadevadakziRadigvi- jaye . ataH taddeSasya dakziRaviBAgasTatvam .	14977	2241,a
kerala				kerala pu0 sagareRa mlecCatAM prApite 1 kzatriyaBede . tatkaTA harivaM0 14 a0 “ tataH SakAn sayavanAn kAmbojAn pAradAMstaTA . pahnavAMScEva niHSezAn karttuM vyavasitaH kila . te baDya- mAnA vIreRa sag	14978	2241,a
kerava				kerava puMstrI haMhe Sabdaci0 . kEravaSabde vyutpattirdfSyA .	14979	2242,a
kela				kela cAlane BvA0 para0 saka0 sew . kelati akelIt . cikela . keliH . fdit Rici acikelat — ta .	14980	2242,a
kelaka	pu0	kela	Rvul	kelaka pu0 kela — Rvul . KaqgaDArAdinarttake trikA0 .	14981	2242,a
kelA				kelA vilAse kaRqvA0 A0 a0 sew . kelAyate akelA- yizwa kelAyAM baBUva Asa cakre . kelAyamAnaH	14982	2242,a
kelAsa	pu0	kelA vilAsaH sIdatyasmin sada	ADAre bA0 qa	kelAsa pu0 kelA vilAsaH sIdatyasmin sada — ADAre bA0 qa . sPawike Sabdaci0 tattulyavarRatvAt . kElAsaH	14983	2242,a
keli		puMstrI0 kela	in	keli puMstrI0 kela — in . 1 parIhAse, amaraH 2 krIqA- yAM 3 pfTivyAM SabdamAlA . “ vihAre saha kAntena krIqitaM kelirucyate ” sA0 da0 uktalakzaRe strIRAM kAntena saha 4 vihArakrIqanarUpe yOvanajAlaNkA	14984	2242,a
kelika				kelika pu0 keliH prayojanamasya Wan . aSokavfkze rAjani0	14985	2242,a
kelikadamva				kelikadamva pu0 keleH kelyarTaH kadambaH . svanAmaKyAte kadambavfkzaBede .	14986	2242,a
kelikalA				kelikalA stro kelirUpA kalA . 1 kelirUpAyAM kalAyAM kelinA kalA yatra . 2 sarasvatIvIRAyAM SabdaratnA0	14987	2242,a
kelikila	pu0	kelinA kilati kila	krIqAyAM ka	kelikila pu0 kelinA kilati kila — krIqAyAM ka . 2 vidUzakarUpe nAwye SfNgAravayamye . 2 SivasyAnucaraBede [Page2242-b+ 38] kudmARqake ca hemaca0 . 3 kAmadevapatnyAM ratO strA trikA0 4 parihAsakArake t	14988	2242,a
kelikilAvatI				kelikilAvatI strI smaraBAryyAyAM trikA0	14989	2242,b
kelikIrRRa				kelikIrRRa puMstrI0 kelinA kIrRRoGUlimiH . 1 uzwre hema0 striyAM wAp	14990	2242,b
kelikuYjikA				kelikuYjikA strI0 kelInAM kuYjikeva . SyAlikAyAM BAryyA BAginyAM trikA0 tayA saha keliprAdurBAvAt taTAtvam	14991	2242,b
kelikoza				kelikoza pu0 kelInAM kozEva . nawe SabdaratnA0	14992	2242,b
keligfha				keligfha na0 6 ta0 . 1 kelimandire 2 ratyAdigfhe ca kelima- ndirAdayo'pyatra .	14993	2242,b
kelinAgara				kelinAgara pu0 kelipraDAno nAgaraH SA0 ta0 . Boga praDAne nAgare nAyakaBede jawADaraH	14994	2242,b
kelimuKa				kelimuKa pu0 keliH muKamatra . parIhAse trikA0	14995	2242,b
kelirEvataka				kelirEvataka na0 hallISalamaRayukte nAwakaBede . hallI- lakzaRamuktvA “ kelirEtakam ” sA0 da0 udAhftam	14996	2242,b
kelivfkza				kelivfkza na0 keleH krIqArTaM vfkzaH . 1 kelikadambavfkze SabdaratnA0 . kelervfkzEvASravatvAt . 2 vidUzake SabdamA0	14997	2242,b
keliSuzi				keliSuzi strI kelinA Suzyati Suza bA0 ki . DaritryA SabdamA0	14998	2242,b
kelisaciva				kelisaciva pu0 kelO sacivaH sahAyaH . narmasacive krIqAvizaye mantriRi vidUzakAdO SabdamA0 .	14999	2242,b
keva				keva sevane BvA0 Atma0 saka0 sew . kevate akevizwa, cikeve fdit Rici acikevat ta .	15000	2242,b
kevawa				kevawa pu0 ke jalArTamavawaH aluksa0 . jalADArArTe garttarUpe kUpe niGa0 “ mA kIM saM SAri kevawe ” f0 6 . 54 . 7 “ kevawekUpe ” BA0	15001	2242,b
kevartta		puMstrI0 ke jale varttate vfta	ac aluksa0	kevartta puMstrI0 ke jale varttate vfta — ac aluksa0 . kEvarte jAtiBede striyAM wAp dvirUpakozaH “ avarAya kevarttam ” yaju0 30 . 16 puruzameDe baDyakaTane	15002	2242,b
kevala				kevala tri0 keva — sevane vfzA0 kala, Sirasi balayati curA0 vala — prApaRe ac vA . 1 advitIye asahAye ekamAtre striyA “ sajYACandasoreva nityam ” NIp . “ aTota indraH kevalIrviSI balihftaskarat ” f0 1	15003	2242,b
kevalajYAnin				kevalajYAnin pu0 kebala SudDaM jYAnamastyasya BUmni ini . arhadviSaze hema0	15004	2243,a
kevaladravya				kevaladravya na0 ni0 ka0 . marice Sabdaci0	15005	2243,a
kevalavyatirekin				kevalavyatirekin na0 anumAnaBede kebalAnvayiSabde vivftiH	15006	2243,a
kevalAnvayin				kevalAnvayin tri0 kevalamanvayostyasya iti 1 kutrApi aBA- varahite vfttimato'tyantABAvApratiyogini yaTA prame- yatvAdi tasya na kutrApyaBAvo'sti . taTAca “ sADya- vadanyAvfttitvaM vA kevalAnvayinyaBAv	15007	2243,a
kevalin				kevalin pu0 kevalaM SudDajYAnamastyasya ini . jEnaBede halA0	15008	2244,b
kevalI	strI	kevala	gOrA0 NIz	kevalI strI kevala — gOrA0 NIz . 1 jYAnaBede medi0 . 2 ke- ralISabdArTe hema0 tatra ramaDyapAWaH sADuH	15009	2244,b
kevAlI				kevAlI avya0 . uryyAdi . 1 hiMsAyAM gaRaratnam . kebAlI- kftya hiMsitvetyarTaH 2 hiMsake tri0 striyAM gOrA0 NIz . kevAlI	15010	2244,b
kevikA	strI	keva	Rvul wAp	kevikA strI keva — Rvul wAp . (kevera) koNkaRaprasidDe puzpaBede sadganDAMyAM rAjani0	15011	2244,b
keSa				keSa pu0 kliSyate kliSnAti vA kliSa — ac lalopaSca kasya jalasya brahmaRo vA ISovA . 1 varuRe, viSvaH . 2 hrI- vere(vAlA) 3 dEtyaBede, keSini 4 vizRO, hema0 kASate kASa ac pfpo0 . 5 sUryyAgnipraBftira	15012	2244,b
keSakarmman				keSakarmman na0 keSAnAM karmmaracanAdi . keSAnAM racanAdi- karaRena saMskArarUpe vyApAraBede . “ sAhaM brubARA tErinDrI kuSalA keSakarmmaRi ” BA0 vi0 3 a0 . 2 ke [Page2245-b+ 38] SAntakarmmarUpe saMsk	15013	2245,a
keSakalApa				keSakalApa pu0 6 ta0 . keSasamUhe hemaca0 .	15014	2245,b
keSakAra	pu0	keSaM keSAkAraM karoti kf	aR upa0 sa0	keSakAra pu0 keSaM keSAkAraM karoti kf — aR upa0 sa0 . ikzuBede BAvapra0 ikzuSabde yat koSakfta iti tadaSudDam keSakfta ityeva SudDam	15015	2245,b
keSakArin	tri0	keSaM tadracanAM karoti kf	Rini	keSakArin tri0 keSaM tadracanAM karoti kf — Rini . keSa- racanAkArake striyAM NIp . “ nihInavarRRAM sErinDrIM bIBatsAM keSakAriRIm ” BA0 vi0 14 a0 .	15016	2245,b
keSakIwa				keSakIwa pu0 6 ta0 . yUkAKye 1 keSakIwe . (ukuRa) Sa- bdaci0 . tadDetuSca “ arUMzi bahuvaktrARi bahukledAni mU- rdDani . kaPAsfkkfmikopena nfRAM vidyAdarUMzikAm ” suSrutoktaH . keSaSca kIwaSca dva0 . 	15017	2245,b
keSagarBa				keSagarBa(ka) pu0 keSaH garBe'sya vA kap . kavarIrUpe padArTe trikA0	15018	2245,b
keSagarBaka				keSagarBa(ka) pu0 keSaH garBe'sya vA kap . kavarIrUpe padArTe trikA0	15018.1	2245,b
keSagraha				keSagraha pu0 6 ta0 . 1 balAtkAreRa kacagrahaRe suratakrIqANge 2 tadgrahaRe ca . “ keSagrahAn prahArAMSca SirasyetAn vivarjjayet ” manuH “ kopena keSagrahaRaprahArO Sira- si varjjayet kopanimittatvAdA	15019	2245,b
keSagrAham				keSagrAham avya0 . keSAn gfhItvA “ svANge'Druve ” pA0 graha — Ramul upa0 sa0 . keSAn gfhItvetyarTe yena vinA na jIvanaM tadDruvaM tadBinne ityarTaH . keSaM vinApi jIvanasya samBavAt tasyADruvatvAt svA	15020	2245,b
keSaGna	na0	keSAnhanti hana	hetvAdO wak	keSaGna na0 keSAnhanti hana — hetvAdO wak . indraluptakaroge (wAka) hemaca0 indraluptaSabde 950 pf0 vivftiH	15021	2245,b
keSacCid	tri0	keSAn Cinatti Cida	kvip 6 ta0	keSacCid tri0 keSAn Cinatti Cida — kvip 6 ta0 . 1 keSacCe- dake 3 nApite pu0 SabdamA0 ka . keSacCido'pyatra	15022	2245,b
keSawa	pu0	keSezu keSAn vA awati awa	ac Saka0	keSawa pu0 keSezu keSAn vA awati awa — ac Saka0 . (ukuRa) 1 matkuRe . 2 vizRO 3 CAge ca medi0 . 4 BrAta- ri Sabdara0 . 5 kAmadevasya SozaRAKya vARe viSvaH . 6 Sonakavfkza (SonA) trikA0 .	15023	2245,b
keSaDara	tri0	keSAn Darati Df	ac	keSaDara tri0 keSAn Darati Df — ac . 1 keSavapanAkarttari vatprAye 2 deSaBede pu0 ba0 ba0 . sa ca deSaH vf0 saM0 kUrmmaviBAge uttarasyAmuktaH . “ keSaDaracipiwanAsika dAseraka vAwaSaraDAnAH ”	15024	2245,b
keSaDft	pu0	keSamiva Darati Df	kvip	keSaDft pu0 keSamiva Darati Df — kvip . BUtakeSAKye tfRaBede Sabdaci0	15025	2246,a
keSanAman				keSanAman na0 keSasya nAmeva nAma yasya . (bAlA) iti ganDadravyaBede hrIvere amaraH	15026	2246,a
keSapakza				keSapakza pu0 keSAnAM samUhaH bA0 pakzAdeSaH keSaH pakza iva vA . keSasamUhe amaraH “ keSapakze parAmfzwA pApena hatabudDinA ” BA0 A0 17 a0 “ aBidrutya suSarmmARaM keSapakze parAmfSat ” BA0 vi0 33 a0 	15027	2246,a
keSaparRRI				keSaparRRI strI keSa iva parRRamasyAH jAtitvAt NIz . apAmArge SabdaratnA0	15028	2246,a
keSapASa				keSapASa pu0 keSAnAM samUhaH bA0 pASAdeSaH keSaH pASEva vA . keSasamUhe amaraH “ kareRa rudDo'pi ca keSapA- SaH ” kumA0 raGuSca . “ tAM kAcana praDAvantIM keSapASe parAmfSat ” BA0 va0 461 evaM	15029	2246,a
keSaprasADanI				keSaprasADanI strI keSaH prasADyate saMskiyate'nayA pra + sADa — karaRe lyuw NIp . (kAMkui) (ciruRi) KyAte padArTe “ keSaprasADanI keSyA rajojantumalApahA ” suSrute tatsevanaguRA uktAH .	15030	2246,a
keSaBU				keSaBU strI keSAnAM BUrutpattisTAnam . Sirasi rAjani0 keSaBUmyAdayo'pyatra strI “ dAruRA kaRqurA rUkzA keSa- BUmiH prajAyate . kaPavAtaprakopena ” suSru0	15031	2246,a
keSamaTanI	strI	keSomaTyate'nayA maTa	karaRe lyuw NIp	keSamaTanI strI keSomaTyate'nayA maTa — karaRe lyuw NIp . SamIvfkze rAjani0 tasyAH kaRwakena tadantikayAtuH keSa- DarzaRAttaTAtvam	15032	2246,a
keSamArjjaka	na0	keSAn mArzwi mfja	Rvul	keSamArjjaka na0 keSAn mArzwi mfja — Rvul . (rkAkui) (ciruRi) KyAtAyAM keSaprasADanyAM kaNkatikAyAM jawA0	15033	2246,a
keSamArjjana	na0	keSo mfjyate'nena mfja	karaRe lyuw vfdDiH 6 ta0	keSamArjjana na0 keSo mfjyate'nena mfja — karaRe lyuw vfdDiH 6 ta0 . 1 kaNkatikAyAM (ciruRi) hemaca0 . BAve lyuw . 2 keSasaMskAraBede (cula AcaqAna)	15034	2246,a
kaSamuzwi				kaSamuzwi pu0 keSAnAM muzwiriva . mahAnimbavfkze rAjani0	15035	2246,a
keSara				keSa(sa)ra puMna0 ke jale Sirasi vA SIryyati SF ac sarati sf — ac aluksa0 keSaHkeSAkAro'styasyara vA . 1 kiYjake padmAdipuzpamaDyasTe keSAkArapadArTaBede (cumari) amaraH . sakeSa(sa)rapuzpavattvAt 2 n	15036	2246,a
kesara				keSa(sa)ra puMna0 ke jale Sirasi vA SIryyati SF ac sarati sf — ac aluksa0 keSaHkeSAkAro'styasyara vA . 1 kiYjake padmAdipuzpamaDyasTe keSAkArapadArTaBede (cumari) amaraH . sakeSa(sa)rapuzpavattvAt 2 n	15036.1	2246,a
keSaracanA				keSaracanA strI 6 ta0 . 1 keSAnAM kavaryyAdivinyAsaBede “ kurvvanti keSaracanAmaparAstaruRyaH ” ratnAva0 . 2 ke- SasamUhe hemaca0	15037	2246,b
keSaraYjana				keSaraYjana pu0 keSAn raYjayati ranja — Ric — lyu . BfNgarAjavfkze (BImarAja) rAjani0 .	15038	2246,b
keSarAja	pu0	keSA rAjante'nena rAja	karaRe GaY	keSarAja pu0 keSA rAjante'nena rAja — karaRe GaY . BfNgarAje (BImarAja) “ BfNgArakaH keSarAjo BfNgAraH keSaraYjanaH . BfNgarAjaH kawustikto rUkzozRo kaPavA- tanut . keSyastvacyaH kfmiSvAsakAsaSoTAmayA	15039	2246,b
keSarAmlaH				keSa(sa)rAmlaH pu0 keSa(sa)re tadavacCede'mlaH . DUtture jawA0	15040	2246,b
kesarAmlaH				keSa(sa)rAmlaH pu0 keSa(sa)re tadavacCede'mlaH . DUtture jawA0	15040.1	2246,b
keSarin				keSa(sa)rin puMstrI keSa(sa)rAH santyasya ini . 1 siMhe, 2 aSve ca amaraH striyAM NIp . 3 punnAgavfkze 4 nAgake- Saravfkze, pu0 medi0 5 vIjapUrakavfkze pu0 jawADaraH . 6 hanu- matpitari vAnaraBede pu0	15041	2246,b
kesarin				keSa(sa)rin puMstrI keSa(sa)rAH santyasya ini . 1 siMhe, 2 aSve ca amaraH striyAM NIp . 3 punnAgavfkze 4 nAgake- Saravfkze, pu0 medi0 5 vIjapUrakavfkze pu0 jawADaraH . 6 hanu- matpitari vAnaraBede pu0	15041.1	2246,b
keSarisuta				keSa(sa)risuta pu0 6 ta0 . hanumati keSarikzetre aYjanAyAM pavanAt tasyotpattestaTAtvam yaTA “ ahaM ke(sa)Sa- riRaH kzetre vAyunA jagadAyunA . jAtaH kamalapatrAkza! hanUmAnnAma vAnaraH ” BA0 va0 147 a	15042	2246,b
kesarisuta				keSa(sa)risuta pu0 6 ta0 . hanumati keSarikzetre aYjanAyAM pavanAt tasyotpattestaTAtvam yaTA “ ahaM ke(sa)Sa- riRaH kzetre vAyunA jagadAyunA . jAtaH kamalapatrAkza! hanUmAnnAma vAnaraH ” BA0 va0 147 a	15042.1	2246,b
keSaruhA	strI	keSa iva rohati ruha	ka	keSaruhA strI keSa iva rohati ruha — ka . BadradantikAvfkze rAjani0	15043	2246,b
keSarUpA				keSarUpA strI keSasyeva rUpamasyAH . vandAkavfkze (para- gACA) rAjani0 .	15044	2246,b
keSaluYca	pu0	keSAn luYcati luYca	apanayane aR upa0 sa0	keSaluYca pu0 keSAn luYcati luYca — apanayane aR upa0 sa0 . keSAnAmapanetari muRqitamuRqe jEnarziBede keSolluYcako- [Page2247-a+ 38] 'pyatra “ AH pApaH pAzaRqApasada! caRqAlaveSa! keSolluYcaka ” prabo	15045	2246,b
keSava				keSava tri0 . keSAH praSastAH santyasya “ keSAdvo'nyata- rasmAm ” pA0 va0 . 1 praSastakeSayukte . keSaM — keSinaM vAti hanti vA — ka . 2 vizRO “ yasmAt tvayA hataH keSI tasmAnmacCAsanaM SfRu . keSavon	15046	2247,a
keSavakIrttinyAsa				keSavakIrttinyAsa tantrasArokte vizRupUjANge nyAsa “ aM keSavAya kIrttyE namo lalAWe . AM nArAya- RAya kAntyE namo muKe . iM mADavAya tuzwyE namo dakzanetre . IM govindAya puzwyE namo vAmanetre . nama	15047	2247,a
keSavapanIya				keSavapanIya pu0 atirAtrayAgamede tatkaraRaprakArAdi kAtyA0 SrO0 15 . 9 . 20 darSitaH yaTA “ tadante keSavapanIyo'tirAtraH pOrRRamAsIsutyaH ” sU0 . “ tayoH paSubanDayorante keSavapa- nIyasaMjYaH atirA	15048	2248,a
keSavardDanI	strI	keSAvardDante'nayA vfDa	karaRe lyuw NIp	keSavardDanI strI keSAvardDante'nayA vfDa — karaRe lyuw NIp . sahadevIlatAyAm “ uta sTa keSadfM haRIraTo ha keSabardDa- nIH ” aTa0 6 . 21 . 3	15049	2248,b
keSavardDinI				keSavardDinI strI keSAn vardDayati vfDa — Ric — Rini . sahadevIlatAyAm rAjani0	15050	2249,a
